Exe_Time,RMSE,Score,Model_spec,sequence_len,feature_num,cell_type,fc_activation,rnn_num_layers,hidden_dim,lstm_dim,fc_layer_dim,feature_head_num,sequence_head_num,fc_dropout,lr,validation_rate,batch_size,patience,max_epochs,attention_order,bidirectional,save_attention_weights,dataset_root,sub_dataset,norm_type,max_rul,cluster_operations,norm_by_operations,use_max_rul_on_test,gpus,shuffle,exclude_cols
29/07/2024 09:33:10,11.33446121,246.296875,DegFormer+LSTM,40,16,lstm,gelu,1,32,16,32,1,1,0.25,0.0007,0.1,128,50,200,['sequence'],FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD003,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
29/07/2024 10:49:55,11.33446121,246.296875,DegFormer+LSTM,40,16,lstm,gelu,1,32,16,32,1,1,0.25,0.0007,0.1,128,50,200,['sequence'],FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD003,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
29/07/2024 11:03:23,11.33446121,246.296875,DegFormer+LSTM,40,16,lstm,gelu,1,32,16,32,1,1,0.25,0.0007,0.1,128,50,200,['sequence'],FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD003,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
29/07/2024 11:18:28,11.33446121,246.296875,DegFormer+LSTM,40,16,lstm,gelu,1,32,16,32,1,1,0.25,0.0007,0.1,128,50,200,['sequence'],FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD003,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
29/07/2024 11:45:37,11.33446121,246.296875,DegFormer+LSTM,40,16,lstm,gelu,1,32,16,32,1,1,0.25,0.0007,0.1,128,50,200,['sequence'],FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD003,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
,11.33446121,246.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2024 14:43:39,11.366177558898926,238.93621826171875,DegFormer+LSTM,40,16,DegFormer,lstm,gelu,1,32,16,32,2,2,0.25,0.0007,0.1,128,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD003,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
