Exe_Time,RMSE,Score,Model_spec,sequence_len,feature_num,attention_type,cell_type,fc_activation,rnn_num_layers,hidden_dim,lstm_dim,fc_layer_dim,feature_head_num,sequence_head_num,fc_dropout,lr,validation_rate,batch_size,patience,max_epochs,bidirectional,save_attention_weights,dataset_root,sub_dataset,norm_type,max_rul,cluster_operations,norm_by_operations,use_max_rul_on_test,gpus,shuffle,exclude_cols
27/09/2024 17:33:02,12.483589172363281,226.72084045410156,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
27/09/2024 18:04:44,11.525623321533203,183.90151977539062,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
28/09/2024 09:49:21,12.041179656982422,204.62158203125,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
28/09/2024 10:54:59,11.525623321533203,183.90151977539062,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
01/10/2024 14:10:57,12.143311500549316,216.9454803466797,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
01/10/2024 14:36:28,11.525623321533203,183.90151977539062,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
01/10/2024 15:36:06,12.375378608703613,257.599853515625,DegFormer+sLSTM,30,14,deg_attention,slstm,gelu,1,32,14,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
02/10/2024 09:59:19,15.148201942443848,33736.1796875,MLPMixer,30,14,32,6,0.25,0.001,0.2,1024,50,150,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
02/10/2024 10:07:52,12.375378608703613,257.599853515625,MLPMixer,30,14,deg_attention,slstm,gelu,1,32,14,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
02/10/2024 10:17:14,12.375378608703613,257.599853515625,MLPMixer,30,14,deg_attention,slstm,gelu,1,32,14,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
09/10/2024 20:43:06,11.525623321533203,183.90151977539062,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
09/10/2024 21:06:09,11.737972259521484,197.4266357421875,DegFormer+sLSTM,30,16,deg_attention,lstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
24/10/2024 12:15:43,11.525623321533203,183.90151977539062,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
24/10/2024 13:50:33,13.802173614501953,296.29095458984375,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
24/10/2024 14:16:45,11.525623321533203,183.90151977539062,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
25/10/2024 09:16:43,12.026637077331543,205.25180053710938,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
25/10/2024 09:39:42,11.525623321533203,183.90151977539062,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,150,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
