RMSE,Score,Model_spec,sequence_len,feature_num,attention_type,cell_type,fc_activation,rnn_num_layers,hidden_dim,lstm_dim,fc_layer_dim,feature_head_num,sequence_head_num,fc_dropout,save_attention_weights,dataset_root,sub_dataset,norm_type,max_rul,cluster_operations,norm_by_operations,use_max_rul_on_test,validation_rate,batch_size,lr,patience,max_epochs,gpus,bidirectional,shuffle,exclude_cols
13.22173119,862.8722534,DAT-RUL+sLSTM,40,20,deg_attention,slstm,gelu,1,64,32,128,1,1,0.25,FALSE,D:\Datasets\CMAPSS\raw_data,FD004,z-score,125,TRUE,TRUE,TRUE,0.2,128,0.0001,50,150,1,FALSE,FALSE,"['s13', 's16', 's18', 's19']"
13.17494869,897.085083,DAT-RUL+sLSTM,40,20,deg_attention,slstm,gelu,1,64,32,128,1,1,0.25,FALSE,D:\Datasets\CMAPSS\raw_data,FD004,z-score,125,TRUE,TRUE,TRUE,0.2,128,0.0004,50,150,1,FALSE,FALSE,"['s13', 's16', 's18', 's19']"
