RMSE,Score,Model_spec,sequence_len,feature_num,attention_type,cell_type,fc_activation,rnn_num_layers,hidden_dim,lstm_dim,fc_layer_dim,feature_head_num,sequence_head_num,fc_dropout,lr,validation_rate,batch_size,patience,max_epochs,save_attention_weights,dataset_root,sub_dataset,norm_type,max_rul,cluster_operations,norm_by_operations,use_max_rul_on_test,bidirectional,gpus,exclude_cols
16.947420120239258,1272.178466796875,DAT-RUL,40,20,vanilla_attention,lstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
16.90660285949707,1621.8619384765625,DAT-RUL,40,20,vanilla_attention,lstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
17.42798614501953,1395.6383056640625,DAT-RUL,40,20,vanilla_attention,lstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
16.4355525970459,1309.8240966796875,DAT-RUL,40,20,vanilla_attention,slstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
15.775205612182617,1150.1181640625,DAT-RUL,40,20,vanilla_attention,slstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
16.833507537841797,1224.657958984375,DAT-RUL,40,20,vanilla_attention,slstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
12.8905611038208,704.3028564453125,DAT-RUL,40,20,deg_attention,lstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
12.858846664428711,699.3543701171875,DAT-RUL,40,20,deg_attention,lstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
12.80152702331543,722.3768310546875,DAT-RUL,40,20,deg_attention,lstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
12.198470115661621,633.4281005859375,DAT-RUL,40,20,deg_attention,slstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
12.202770233154297,622.0895385742188,DAT-RUL,40,20,deg_attention,slstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
12.734647750854492,741.3737182617188,DAT-RUL,40,20,deg_attention,slstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
