RMSE,Score,Model_spec,sequence_len,feature_num,attention_type,cell_type,fc_activation,rnn_num_layers,hidden_dim,lstm_dim,fc_layer_dim,feature_head_num,sequence_head_num,fc_dropout,lr,validation_rate,batch_size,patience,max_epochs,bidirectional,save_attention_weights,dataset_root,sub_dataset,norm_type,max_rul,cluster_operations,norm_by_operations,use_max_rul_on_test,gpus,shuffle,exclude_cols
11.911304473876953,245.90176391601562,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,32,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.790061950683594,214.02737426757812,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,64,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.55563735961914,234.8762664794922,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.1184663772583,215.9477996826172,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,256,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.928804397583008,238.01165771484375,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,512,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.802336692810059,229.13348388671875,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,32,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.372694969177246,224.05874633789062,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,64,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.736149787902832,272.9583435058594,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.743937492370605,227.7862548828125,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,256,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.333202362060547,221.64300537109375,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,512,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.886251449584961,234.99444580078125,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,32,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.343276977539062,216.22683715820312,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,64,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.286108016967773,219.93434143066406,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
12.24308967590332,247.77227783203125,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,256,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
11.476082801818848,234.240234375,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,512,50,200,False,False,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,False,False,True,1,False,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
