batch_size,RMSE,Score,Model_spec,sequence_len,feature_num,attention_type,cell_type,fc_activation,rnn_num_layers,hidden_dim,lstm_dim,fc_layer_dim,feature_head_num,sequence_head_num,fc_dropout,lr,validation_rate,patience,max_epochs,bidirectional,save_attention_weights,dataset_root,sub_dataset,norm_type,max_rul,cluster_operations,norm_by_operations,use_max_rul_on_test,gpus,shuffle,exclude_cols
32,11.91130447,245.9017639,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,50,200,FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
64,11.79006195,194.0273743,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,50,200,FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
128,11.55563736,201.8762665,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,50,200,FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
256,11.11846638,197.9477997,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,50,200,FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
512,11.9288044,238.0116577,DegFormer+sLSTM,40,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,50,200,FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
