lr,RMSE,Score,Model_spec,sequence_len,feature_num,attention_type,cell_type,fc_activation,rnn_num_layers,hidden_dim,lstm_dim,fc_layer_dim,feature_head_num,sequence_head_num,fc_dropout,validation_rate,batch_size,patience,max_epochs,bidirectional,save_attention_weights,dataset_root,sub_dataset,norm_type,max_rul,cluster_operations,norm_by_operations,use_max_rul_on_test,gpus,shuffle,exclude_cols
0.0001,15.55692196,428.2757874,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.2,128,50,200,FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
0.0004,12.12431335,216.9627075,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.2,128,50,200,FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
0.0007,12.36750126,231.5505676,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.2,128,50,200,FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
0.001,11.56813507,183.9255371,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.2,128,50,200,FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
0.004,11.77768135,189.6454926,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.2,128,50,200,FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
0.007,11.61942196,187.5778809,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.2,128,50,200,FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
0.01,11.74196815,197.110199,DegFormer+sLSTM,30,16,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.2,128,50,200,FALSE,FALSE,D:\Datasets\CMAPSS\raw_data,FD001,z-score,125,FALSE,FALSE,TRUE,1,FALSE,"['op3', 's1', 's5', 's6', 's10', 's16', 's18', 's19']"
