Exe_Time,RMSE,Score,Model_spec,sequence_len,feature_num,attention_type,cell_type,fc_activation,rnn_num_layers,hidden_dim,lstm_dim,fc_layer_dim,feature_head_num,sequence_head_num,fc_dropout,lr,validation_rate,batch_size,patience,max_epochs,save_attention_weights,dataset_root,sub_dataset,norm_type,max_rul,cluster_operations,norm_by_operations,use_max_rul_on_test,bidirectional,gpus,exclude_cols
25/10/2024 10:33:58,12.431589126586914,656.2618408203125,DAT-RUL,40,20,deg_attention,slstm,gelu,1,32,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
25/10/2024 11:43:57,12.593280792236328,630.70263671875,DAT-RUL,40,20,deg_attention,slstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
25/10/2024 15:01:11,12.593280792236328,630.70263671875,DAT-RUL,40,20,deg_attention,slstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
25/10/2024 15:43:27,12.593280792236328,630.70263671875,DAT-RUL,40,20,deg_attention,slstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
25/10/2024 17:30:02,12.593280792236328,630.70263671875,DAT-RUL,40,20,deg_attention,slstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
28/10/2024 09:38:54,12.593280792236328,630.70263671875,DAT-RUL,40,20,deg_attention,slstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
28/10/2024 11:48:02,12.593280792236328,630.70263671875,DAT-RUL,40,20,deg_attention,slstm,gelu,1,40,16,32,2,2,0.25,0.001,0.2,128,50,200,False,D:\Datasets\CMAPSS\raw_data,FD002,z-score,125,True,True,True,False,1,"['s13', 's16', 's18', 's19']"
